,Unnamed: 0,Datetime,TweetId,Text,EncodedText,Username,Tweet,Language,Drug,IsValid,CleanText,AbsText,WordCount,AbsCount
56938,56938,2019-03-05 19:51:36+00:00,1103020253846491136,"Blew my IV vein, not able to find one in same arm, had to switch to the other. #UBC #MS IV Clinic is almost full today. Some getting #Lemtrada some getting #Ocrevus #MSWarrior","b'Blew my IV vein, not able to find one in same arm, had to switch to the other. #UBC #MS IV Clinic is almost full today. Some getting #Lemtrada some getting #Ocrevus #MSWarrior'",BurnabyAnn,https://twitter.com/BurnabyAnn/status/1103020253846491136,en,ocrevus,,Blew my IV vein not able to find one in same arm had to switch to the other UBC MS IV Clinic is almost full today Some getting Lemtrada some getting Ocrevus MSWarrior,Blew my IV vein not able to find one in same arm had to switch to the other IV Clinic is almost full today Some getting some getting,33,28
29290,29290,2019-03-27 17:55:15+00:00,1110963507548377088,$NVS Novartis AG has won U.S. Food and Drug Administration approval for multiple sclerosis drug Mayzent,b'$NVS Novartis AG has won U.S. Food and Drug Administration approval for multiple sclerosis drug Mayzent',Libertygems,https://twitter.com/Libertygems/status/1110963507548377088,en,mayzent,,NVS Novartis AG has won US Food and Drug Administration approval for multiple sclerosis drug Mayzent,NVS Novartis AG has won US Food and Drug Administration approval for multiple sclerosis drug Mayzent,16,16
45598,45598,2021-11-12 08:19:24+00:00,1459073330800205825,@karenp974 Good luck. I’m due to start end of December #ocrevus,b'@karenp974 Good luck. I\xe2\x80\x99m due to start end of December #ocrevus',alisonmatt,https://twitter.com/alisonmatt/status/1459073330800205825,en,ocrevus,,Good luck Im due to start end of December ocrevus,Good luck Im due to start end of December,10,9
70672,70672,2018-10-18 08:05:53+00:00,1052833129583411200,"@TigerGodwin @YouTube Best of luck Sarah, I really hope it helps.  I have heard really good things about Lemtrada.  I really think that, at least here in the UK, each neurologist is different in terms of what they recommend.  Probably down to any research they have done/read about?","b'@TigerGodwin @YouTube Best of luck Sarah, I really hope it helps.  I have heard really good things about Lemtrada.  I really think that, at least here in the UK, each neurologist is different in terms of what they recommend.  Probably down to any research they have done/read about?'",TrippingTreacle,https://twitter.com/TrippingTreacle/status/1052833129583411200,en,lemtrada,,Best of luck Sarah I really hope it helps I have heard really good things about Lemtrada I really think that at least here in the UK each neurologist is different in terms of what they recommend Probably down to any research they have doneread about,Best of luck Sarah I really hope it helps I have heard really good things about Lemtrada I really think that at least here in the UK each neurologist is different in terms of what they recommend Probably down to any research they have doneread about,46,46
47828,47828,2021-07-05 00:18:34+00:00,1411841901439893513,"@AmyH_88 @PrincessMS23 Ocrevus is what my neuro suggests next for me if mine fails. He's smart &amp; follows research, which he showed me-- The efficacy is better than most others.
Can't predict tolerability for a person, but haven't seen many complaints, except the transfusion &amp; then recovery days. GL!!","b""@AmyH_88 @PrincessMS23 Ocrevus is what my neuro suggests next for me if mine fails. He's smart &amp; follows research, which he showed me-- The efficacy is better than most others.\nCan't predict tolerability for a person, but haven't seen many complaints, except the transfusion &amp; then recovery days. GL!!""",LiteSmyelin,https://twitter.com/LiteSmyelin/status/1411841901439893513,en,ocrevus,,Ocrevus is what my neuro suggests next for me if mine fails Hes smart  follows research which he showed me The efficacy is better than most others Cant predict tolerability for a person but havent seen many complaints except the transfusion  then recovery days GL,Ocrevus is what my neuro suggests next for me if mine fails Hes smart  follows research which he showed me The efficacy is better than most others Cant predict tolerability for a person but havent seen many complaints except the transfusion  then recovery days GL,45,45
34437,34437,2020-09-01 16:00:11+00:00,1300825789680685058,"Today is #Tysabri infusion number 54. The vein in my arm said ""NO"" today, so we went back to my ""scar tissued"" hand.

It's almost surreal to think this month marks 10 years I was diagnosed with MS. Where is my… https://t.co/Xn6fGLtGSO","b'Today is #Tysabri infusion number 54. The vein in my arm said ""NO"" today, so we went back to my ""scar tissued"" hand.\n\nIt\'s almost surreal to think this month marks 10 years I was diagnosed with MS. Where is my\xe2\x80\xa6 https://t.co/Xn6fGLtGSO'",MSCureFighters,https://twitter.com/MSCureFighters/status/1300825789680685058,en,tysabri,,Today is Tysabri infusion number  The vein in my arm said NO today so we went back to my scar tissued hand Its almost surreal to think this month marks years I was diagnosed with MS Where is my,Today is infusion number  The vein in my arm said NO today so we went back to my scar tissued hand Its almost surreal to think this month marks years I was diagnosed with MS Where is my,39,38
31448,31448,2018-04-28 09:52:32+00:00,990166866420056064,.@sciencebeta: Siponimod Shows Promise In Secondary Progressive Multiple Sclerosis https://t.co/utfqLjrm3H https://t.co/TBiBga64tS,b'.@sciencebeta: Siponimod Shows Promise In Secondary Progressive Multiple Sclerosis https://t.co/utfqLjrm3H https://t.co/TBiBga64tS',EricHamell,https://twitter.com/EricHamell/status/990166866420056064,en,siponimod,, Siponimod Shows Promise In Secondary Progressive Multiple Sclerosis, Siponimod Shows Promise In Secondary Progressive Multiple Sclerosis,8,8
8748,8748,2020-08-11 16:06:00+00:00,1293217108952854529,"According to the full data publication from the phase 3 ASCLEPIOS trials, among patients with multiple sclerosis, treatment with 20-mg subcutaneous injections of ofatumumab is associated with lower ARRs than with 14-mg oral tablet of teriflunomide. 

https://t.co/veSnoEKiYA","b'According to the full data publication from the phase 3 ASCLEPIOS trials, among patients with multiple sclerosis, treatment with 20-mg subcutaneous injections of ofatumumab is associated with lower ARRs than with 14-mg oral tablet of teriflunomide. \n\nhttps://t.co/veSnoEKiYA'",neurology_live,https://twitter.com/neurology_live/status/1293217108952854529,en,teriflunomide,,According to the full data publication from the phase ASCLEPIOS trials among patients with multiple sclerosis treatment with mg subcutaneous injections of ofatumumab is associated with lower ARRs than with mg oral tablet of teriflunomide,According to the full data publication from the phase ASCLEPIOS trials among patients with multiple sclerosis treatment with mg subcutaneous injections of ofatumumab is associated with lower ARRs than with mg oral tablet of teriflunomide,35,35
23670,23670,2021-08-04 17:10:36+00:00,1422968222177927168,New article:  Fingolimod-associated central serous chorioretinopathy in a young girl https://t.co/YhGJxtoJrL #MS #multiplesclerosis #neurology https://t.co/R1RAL74LFB,b'New article:  Fingolimod-associated central serous chorioretinopathy in a young girl https://t.co/YhGJxtoJrL #MS #multiplesclerosis #neurology https://t.co/R1RAL74LFB',PaperbirdsN,https://twitter.com/PaperbirdsN/status/1422968222177927168,en,fingolimod,,New article Fingolimodassociated central serous chorioretinopathy in a young girl MS multiplesclerosis neurology,New article Fingolimodassociated central serous chorioretinopathy in a young girl,13,10
73040,73040,2020-05-15 14:29:18+00:00,1261302641935765504,"Alemtuzumab:
-The biggest concern with alemtuzumab is the emergence of autoimmune disorders unrelated to MS (eg, thyroid disease, idiopathic thrombocytopenic purpura, or Goodpasture syndrome) that can arise remotely (up to 4 years from the last exposure) https://t.co/YniOBYOhoH","b'Alemtuzumab:\n-The biggest concern with alemtuzumab is the emergence of autoimmune disorders unrelated to MS (eg, thyroid disease, idiopathic thrombocytopenic purpura, or Goodpasture syndrome) that can arise remotely (up to 4 years from the last exposure) https://t.co/YniOBYOhoH'",Neurology__,https://twitter.com/Neurology__/status/1261302641935765504,en,alemtuzumab,,Alemtuzumab The biggest concern with alemtuzumab is the emergence of autoimmune disorders unrelated to MS eg thyroid disease idiopathic thrombocytopenic purpura or Goodpasture syndrome that can arise remotely up to years from the last exposure,Alemtuzumab The biggest concern with alemtuzumab is the emergence of autoimmune disorders unrelated to MS eg thyroid disease idiopathic thrombocytopenic purpura or Goodpasture syndrome that can arise remotely up to years from the last exposure,35,35
44139,44139,2022-02-17 14:55:06+00:00,1494324531653087242,Gotta love our healthcare system when you have to jump through hoops for everything. #Ocrevus #MS #infusion,b'Gotta love our healthcare system when you have to jump through hoops for everything. #Ocrevus #MS #infusion',zigglesbee,https://twitter.com/zigglesbee/status/1494324531653087242,en,ocrevus,,Gotta love our healthcare system when you have to jump through hoops for everything Ocrevus MS infusion,Gotta love our healthcare system when you have to jump through hoops for everything,17,14
27640,27640,2018-05-14 14:56:28+00:00,996041561065566208,"New approval for Gilenya (fingolimod) addresses strong unmet need for younger patients, who often experience more frequent relapses than adults with multiple sclerosis. https://t.co/rorfOBV2AF","b'New approval for Gilenya (fingolimod) addresses strong unmet need for younger patients, who often experience more frequent relapses than adults with multiple sclerosis. https://t.co/rorfOBV2AF'",sonivijay07,https://twitter.com/sonivijay07/status/996041561065566208,en,fingolimod,,New approval for Gilenya fingolimod addresses strong unmet need for younger patients who often experience more frequent relapses than adults with multiple sclerosis,New approval for Gilenya fingolimod addresses strong unmet need for younger patients who often experience more frequent relapses than adults with multiple sclerosis,23,23
17681,17681,2022-03-29 16:11:20+00:00,1508839234118946820,"@Bob_Wachter Likely enough to protect from severe disease and long covid? Want to get back to life, but still feel like so little info to base decision on, especially when it comes to long covid. MS bad enough w/o adding long covid. On Gilenya.","b'@Bob_Wachter Likely enough to protect from severe disease and long covid? Want to get back to life, but still feel like so little info to base decision on, especially when it comes to long covid. MS bad enough w/o adding long covid. On Gilenya.'",gluttongrl,https://twitter.com/gluttongrl/status/1508839234118946820,en,gilenya,,Likely enough to protect from severe disease and long covid Want to get back to life but still feel like so little info to base decision on especially when it comes to long covid MS bad enough wo adding long covid On Gilenya,Likely enough to protect from severe disease and long covid Want to get back to life but still feel like so little info to base decision on especially when it comes to long covid MS bad enough wo adding long covid On Gilenya,43,43
46146,46146,2021-10-11 20:32:36+00:00,1447661432041050120,@Chalenging_MS 1/2 Im in bad shape. Have had no MS treatment since June. What a huge difference. Between FORCING me 2 take the Covid vaccine in order to be given MS treatment they have managed to take me back 20 years. I've NEVER been this visibly disabled. I finally start Ocrevus on Thursday.,"b""@Chalenging_MS 1/2 Im in bad shape. Have had no MS treatment since June. What a huge difference. Between FORCING me 2 take the Covid vaccine in order to be given MS treatment they have managed to take me back 20 years. I've NEVER been this visibly disabled. I finally start Ocrevus on Thursday.""",Barefootlotus,https://twitter.com/Barefootlotus/status/1447661432041050120,en,ocrevus,,2 Im in bad shape Have had no MS treatment since June What a huge difference Between FORCING me take the Covid vaccine in order to be given MS treatment they have managed to take me back years Ive NEVER been this visibly disabled I finally start Ocrevus on Thursday,2 Im in bad shape Have had no MS treatment since June What a huge difference Between FORCING me take the Covid vaccine in order to be given MS treatment they have managed to take me back years Ive NEVER been this visibly disabled I finally start Ocrevus on Thursday,50,50
32049,32049,2022-03-15 23:14:42+00:00,1503872344636469255,@Alipaul436 @GavinGiovannoni I am 37 (diagnosed at 27) I don't believe I'm secondary progressive as no further progression since starting Tysabri in 2012 (minus a blip in 2015/16 when activity increased again as was off meds due to pregnancy),"b""@Alipaul436 @GavinGiovannoni I am 37 (diagnosed at 27) I don't believe I'm secondary progressive as no further progression since starting Tysabri in 2012 (minus a blip in 2015/16 when activity increased again as was off meds due to pregnancy)""",manners_emma,https://twitter.com/manners_emma/status/1503872344636469255,en,tysabri,,I am diagnosed at  I dont believe Im secondary progressive as no further progression since starting Tysabri in minus a blip in 16 when activity increased again as was off meds due to pregnancy,I am diagnosed at  I dont believe Im secondary progressive as no further progression since starting Tysabri in minus a blip in 16 when activity increased again as was off meds due to pregnancy,34,34
67857,67857,2020-05-10 02:38:36+00:00,1259311849000009733,"@lollipop7 @CanDoMS Have you had Lemtrada? It nearly killed me twice, I never had the 2nd year doses, the doctors at Vanderbilt to never take this again ever, but they didn’t have to tell me that there was no way I would take it again.","b'@lollipop7 @CanDoMS Have you had Lemtrada? It nearly killed me twice, I never had the 2nd year doses, the doctors at Vanderbilt to never take this again ever, but they didn\xe2\x80\x99t have to tell me that there was no way I would take it again.'",MSRegiGirl,https://twitter.com/MSRegiGirl/status/1259311849000009733,en,lemtrada,,Have you had Lemtrada It nearly killed me twice I never had the nd year doses the doctors at Vanderbilt to never take this again ever but they didnt have to tell me that there was no way I would take it again,Have you had Lemtrada It nearly killed me twice I never had the nd year doses the doctors at Vanderbilt to never take this again ever but they didnt have to tell me that there was no way I would take it again,43,43
25742,25742,2019-09-10 00:03:53+00:00,1171212664049197057,@AaronBosterMD Any information / insight into wether there is any rebound after stopping this drug (as per Gilenya / Fingolimod)?,b'@AaronBosterMD Any information / insight into wether there is any rebound after stopping this drug (as per Gilenya / Fingolimod)?',MSEdinMom,https://twitter.com/MSEdinMom/status/1171212664049197057,en,fingolimod,,Any information  insight into wether there is any rebound after stopping this drug as per Gilenya  Fingolimod,Any information  insight into wether there is any rebound after stopping this drug as per Gilenya  Fingolimod,17,17
54424,54424,2020-02-10 18:26:02+00:00,1226935372753653760,"@AmyFlyn93730647 @TheMSKittylady Before I started on Ocrevus, I had just been diagnosed, couldn’t walk, brush my own teeth or hair, I was in a mess. The combination of a high dose of methylprednisolone and then starting on this, stopped things going from bad to worse","b'@AmyFlyn93730647 @TheMSKittylady Before I started on Ocrevus, I had just been diagnosed, couldn\xe2\x80\x99t walk, brush my own teeth or hair, I was in a mess. The combination of a high dose of methylprednisolone and then starting on this, stopped things going from bad to worse'",AilsaJanePodMed,https://twitter.com/AilsaJanePodMed/status/1226935372753653760,en,ocrevus,,Before I started on Ocrevus I had just been diagnosed couldnt walk brush my own teeth or hair I was in a mess The combination of a high dose of methylprednisolone and then starting on this stopped things going from bad to worse,Before I started on Ocrevus I had just been diagnosed couldnt walk brush my own teeth or hair I was in a mess The combination of a high dose of methylprednisolone and then starting on this stopped things going from bad to worse,43,43
28381,28381,2020-06-26 12:23:52+00:00,1276491364432318464,NICE Does Not Favor Adding Mayzent to NHS England for Active SPMS #multiplesclerosis via @MSNewsToday https://t.co/diFagRLNiV,b'NICE Does Not Favor Adding Mayzent to NHS England for Active SPMS #multiplesclerosis via @MSNewsToday https://t.co/diFagRLNiV',disabilitywire,https://twitter.com/disabilitywire/status/1276491364432318464,en,mayzent,,NICE Does Not Favor Adding Mayzent to NHS England for Active SPMS multiplesclerosis via,NICE Does Not Favor Adding Mayzent to NHS England for Active SPMS via,14,13
133,133,2022-03-01 23:54:19+00:00,1498808886010294278,MS Patients on Cladribine Show Fewer Relapses | MedPage Today https://t.co/UfkjtNlAnD,b'MS Patients on Cladribine Show Fewer Relapses | MedPage Today https://t.co/UfkjtNlAnD',davidrieff,https://twitter.com/davidrieff/status/1498808886010294278,en,cladribine,,MS Patients on Cladribine Show Fewer Relapses  MedPage Today,MS Patients on Cladribine Show Fewer Relapses  MedPage Today,9,9
57595,57595,2018-10-29 12:36:15+00:00,1056887434531741696,"@jeanninecz @Aleynamorehuman @jaykayzeekay @MS_Bristol It’s mostly grown back. I’ve lost some from Ocrevus, but to a lesser extent.","b'@jeanninecz @Aleynamorehuman @jaykayzeekay @MS_Bristol It\xe2\x80\x99s mostly grown back. I\xe2\x80\x99ve lost some from Ocrevus, but to a lesser extent.'",OJIBAJO,https://twitter.com/OJIBAJO/status/1056887434531741696,en,ocrevus,,Its mostly grown back Ive lost some from Ocrevus but to a lesser extent,Its mostly grown back Ive lost some from Ocrevus but to a lesser extent,14,14
40393,40393,2020-12-31 10:46:16+00:00,1344595723459977219,"🆕#casereport: Successful Management of Natalizumab-Associated Primary Central Nervous System Lymphoma through Autologous Stem Cell Transplant by Karine Moineau-Vallée, Justine Rinfret et al. 🗝️#multiplesclerosis; #lymphoma; #natalizumab
https://t.co/I2dFNxi73g https://t.co/Zmhbbuo2l0","b'\xf0\x9f\x86\x95#casereport: Successful Management of Natalizumab-Associated Primary Central Nervous System Lymphoma through Autologous Stem Cell Transplant by Karine Moineau-Vall\xc3\xa9e, Justine Rinfret et al. \xf0\x9f\x97\x9d\xef\xb8\x8f#multiplesclerosis; #lymphoma; #natalizumab\nhttps://t.co/I2dFNxi73g https://t.co/Zmhbbuo2l0'",CurrentOncology,https://twitter.com/CurrentOncology/status/1344595723459977219,en,natalizumab,,casereport Successful Management of NatalizumabAssociated Primary Central Nervous System Lymphoma through Autologous Stem Cell Transplant by Karine MoineauValle Justine Rinfret et al multiplesclerosis lymphoma natalizumab, Successful Management of NatalizumabAssociated Primary Central Nervous System Lymphoma through Autologous Stem Cell Transplant by Karine MoineauValle Justine Rinfret et al  ,25,21
70248,70248,2019-01-03 15:45:08+00:00,1080852570132963328,"3yrs 30 weeks in. Happy new year and a few updates #lemtrada #ms #MultipleSclerosis 
https://t.co/PhGa2vT84P",b'3yrs 30 weeks in. Happy new year and a few updates #lemtrada #ms #MultipleSclerosis \nhttps://t.co/PhGa2vT84P',TLCTracyLouise,https://twitter.com/TLCTracyLouise/status/1080852570132963328,en,lemtrada,,yrs weeks in Happy new year and a few updates lemtrada ms MultipleSclerosis,yrs weeks in Happy new year and a few updates,13,10
7209,7209,2019-09-02 13:31:41+00:00,1168516850331914241,Ofatumumab demonstrates superiority over Aubagio® for relapsing MS: industry news round-up - Neuro Central via BrainSights for iOS https://t.co/KHE0SwHqej,b'Ofatumumab demonstrates superiority over Aubagio\xc2\xae for relapsing MS: industry news round-up - Neuro Central via BrainSights for iOS https://t.co/KHE0SwHqej',BrainSightsApp,https://twitter.com/BrainSightsApp/status/1168516850331914241,en,aubagio,,Ofatumumab demonstrates superiority over Aubagio for relapsing MS industry news roundup  Neuro Central via BrainSights for iOS,Ofatumumab demonstrates superiority over Aubagio for relapsing MS industry news roundup  Neuro Central via BrainSights for iOS,17,17
49037,49037,2021-04-19 14:48:41+00:00,1384157005271617546,Roche’s Ocrevus shows significant benefit in early-stage MS patients - PMLiVE https://t.co/NqJD0rVDBV #pharmanews #multiplesclerosis #RRMS #PPMS,b'Roche\xe2\x80\x99s Ocrevus shows significant benefit in early-stage MS patients - PMLiVE https://t.co/NqJD0rVDBV #pharmanews #multiplesclerosis #RRMS #PPMS',PMLiVEcom,https://twitter.com/PMLiVEcom/status/1384157005271617546,en,ocrevus,,Roches Ocrevus shows significant benefit in earlystage MS patients  PMLiVE pharmanews multiplesclerosis RRMS PPMS,Roches Ocrevus shows significant benefit in earlystage MS patients  PMLiVE,14,10
62637,62637,2020-09-23 07:08:38+00:00,1308664553857781762,Medscape: Use caution when switching from fingolimod to a B cell–depleting anti-CD20 treatment such as ocrelizumab for patients with MS. https://t.co/PUTGW3DbaU #MSVirtual2020 https://t.co/zYMrPTX4P9,b'Medscape: Use caution when switching from fingolimod to a B cell\xe2\x80\x93depleting anti-CD20 treatment such as ocrelizumab for patients with MS. https://t.co/PUTGW3DbaU #MSVirtual2020 https://t.co/zYMrPTX4P9',fpizart,https://twitter.com/fpizart/status/1308664553857781762,en,ocrelizumab,,Medscape Use caution when switching from fingolimod to a B celldepleting antiCD20 treatment such as ocrelizumab for patients with MS MSVirtual2020,Medscape Use caution when switching from fingolimod to a B celldepleting antiCD20 treatment such as ocrelizumab for patients with MS,21,20
15703,15703,2022-02-09 09:26:30+00:00,1491342733604458496,Been trying to correctly break down the components of Dimethyl fumarate,b'Been trying to correctly break down the components of Dimethyl fumarate',amillz,https://twitter.com/amillz/status/1491342733604458496,en,dimethyl fumarate,,Been trying to correctly break down the components of Dimethyl fumarate,Been trying to correctly break down the components of Dimethyl fumarate,11,11
50141,50141,2021-01-29 19:10:48+00:00,1355231943030403073,"All these drugs meant to cure ailments that give you added or worse side effects always makes something weird. They use the most menacing letters like V’s, R’s, and X’s in the names 😭 just seen some shit called “Ocrevus”","b'All these drugs meant to cure ailments that give you added or worse side effects always makes something weird. They use the most menacing letters like V\xe2\x80\x99s, R\xe2\x80\x99s, and X\xe2\x80\x99s in the names \xf0\x9f\x98\xad just seen some shit called \xe2\x80\x9cOcrevus\xe2\x80\x9d'",baewop,https://twitter.com/baewop/status/1355231943030403073,en,ocrevus,,All these drugs meant to cure ailments that give you added or worse side effects always makes something weird They use the most menacing letters like Vs Rs and Xs in the names just seen some shit called Ocrevus,All these drugs meant to cure ailments that give you added or worse side effects always makes something weird They use the most menacing letters like Vs Rs and Xs in the names just seen some shit called Ocrevus,39,39
46937,46937,2021-08-24 14:41:00+00:00,1430178331975110663,"MSers Ocrevus side effects . Put yours in the comments below . 
@themsguide @mssocietyuk @MarkWebb_ @mstrue2toya @msguided_bits @MSWarriorMJ @MSTherapyNW",b'MSers Ocrevus side effects . Put yours in the comments below . \n@themsguide @mssocietyuk @MarkWebb_ @mstrue2toya @msguided_bits @MSWarriorMJ @MSTherapyNW',RoxyMSAdvocate,https://twitter.com/RoxyMSAdvocate/status/1430178331975110663,en,ocrevus,,MSers Ocrevus side effects  Put yours in the comments below ,MSers Ocrevus side effects  Put yours in the comments below ,10,10
21137,21137,2019-02-18 18:53:26+00:00,1097569797577920512,"MS News that Caught My Eye Last Week: Misdiagnosing MS, Gilenya Relapse Study, Ocrevus in England, Estimate of Americans with MS Doubles https://t.co/1DUaOHZrpL https://t.co/3qsZi295BM","b'MS News that Caught My Eye Last Week: Misdiagnosing MS, Gilenya Relapse Study, Ocrevus in England, Estimate of Americans with MS\xc2\xa0Doubles https://t.co/1DUaOHZrpL https://t.co/3qsZi295BM'",bionewsservices,https://twitter.com/bionewsservices/status/1097569797577920512,en,gilenya,,MS News that Caught My Eye Last Week Misdiagnosing MS Gilenya Relapse Study Ocrevus in England Estimate of Americans with MSDoubles,MS News that Caught My Eye Last Week Misdiagnosing MS Gilenya Relapse Study Ocrevus in England Estimate of Americans with MSDoubles,21,21
40828,40828,2020-04-16 12:18:00+00:00,1250760350695337985,"pregnant patients with active MS suggest that maintaining #natalizumab treatment during the first trimester may reduce the risk of disease reactivation during pregnancy compared to withdrawal of treatment at conception.

https://t.co/smor5wB4nW",b'pregnant patients with active MS suggest that maintaining #natalizumab treatment during the first trimester may reduce the risk of disease reactivation during pregnancy compared to withdrawal of treatment at conception.\n\nhttps://t.co/smor5wB4nW',neurology_live,https://twitter.com/neurology_live/status/1250760350695337985,en,natalizumab,,pregnant patients with active MS suggest that maintaining natalizumab treatment during the first trimester may reduce the risk of disease reactivation during pregnancy compared to withdrawal of treatment at conception,pregnant patients with active MS suggest that maintaining treatment during the first trimester may reduce the risk of disease reactivation during pregnancy compared to withdrawal of treatment at conception,30,29
44904,44904,2021-12-27 19:54:35+00:00,1475555733341020160,"@thegreenfloyd @kirstyjw @4uCrxQNbWjbH5FI @sailorrooscout I can’t find it now, but we read peer-reviewed research on MS patients on Ocrevus (B-cell killer). T cells are still active, protecting against severe disease. Nevertheless, we live like hermits and double mask over N95 in the grocery store.","b'@thegreenfloyd @kirstyjw @4uCrxQNbWjbH5FI @sailorrooscout I can\xe2\x80\x99t find it now, but we read peer-reviewed research on MS patients on Ocrevus (B-cell killer). T cells are still active, protecting against severe disease. Nevertheless, we live like hermits and double mask over N95 in the grocery store.'",Collapse_Club,https://twitter.com/Collapse_Club/status/1475555733341020160,en,ocrevus,,I cant find it now but we read peerreviewed research on MS patients on Ocrevus Bcell killer T cells are still active protecting against severe disease Nevertheless we live like hermits and double mask over N95 in the grocery store,I cant find it now but we read peerreviewed research on MS patients on Ocrevus Bcell killer T cells are still active protecting against severe disease Nevertheless we live like hermits and double mask over N95 in the grocery store,40,40
69398,69398,2019-05-14 16:45:01+00:00,1128340449373118464,@MustStopMS A6 #chatms - since the first round of Lemtrada I have. There are just so many possible side effects that have happened to people over time..,b'@MustStopMS A6 #chatms - since the first round of Lemtrada I have. There are just so many possible side effects that have happened to people over time..',Lighty99,https://twitter.com/Lighty99/status/1128340449373118464,en,lemtrada,,A6 chatms  since the first round of Lemtrada I have There are just so many possible side effects that have happened to people over time,A6  since the first round of Lemtrada I have There are just so many possible side effects that have happened to people over time,25,24
43321,43321,2022-04-02 02:33:30+00:00,1510082970945826820,"(1/2) As #MultipleSclerosisAwarenessMonth ends, my busy months begin for treatment. Booster shot safe zone is here for me, so Sunday here we go. Then bloodwork, health checkup, more bloodwork, and finishing off with the 6 hour #Ocrevus infusion.","b'(1/2) As #MultipleSclerosisAwarenessMonth ends, my busy months begin for treatment. Booster shot safe zone is here for me, so Sunday here we go. Then bloodwork, health checkup, more bloodwork, and finishing off with the 6 hour #Ocrevus infusion.'",myelinknott,https://twitter.com/myelinknott/status/1510082970945826820,en,ocrevus,,12 As MultipleSclerosisAwarenessMonth ends my busy months begin for treatment Booster shot safe zone is here for me so Sunday here we go Then bloodwork health checkup more bloodwork and finishing off with the hour Ocrevus infusion,12 As ends my busy months begin for treatment Booster shot safe zone is here for me so Sunday here we go Then bloodwork health checkup more bloodwork and finishing off with the hour infusion,37,35
50983,50983,2020-11-18 00:20:36+00:00,1328855590593032198,"#PiperJaneGaming &amp; Chill.. #MultipleSclerosis #MobileLegendsBangBang
#ocrevus #twitchaffiliate #blessed https://t.co/RZaMcIgQUP",b'#PiperJaneGaming &amp; Chill.. #MultipleSclerosis #MobileLegendsBangBang\n#ocrevus #twitchaffiliate #blessed https://t.co/RZaMcIgQUP',PiperJaneGaming,https://twitter.com/PiperJaneGaming/status/1328855590593032198,en,ocrevus,,PiperJaneGaming  Chill MultipleSclerosis MobileLegendsBangBang ocrevus twitchaffiliate blessed, Chill,7,1
68418,68418,2019-12-19 15:55:07+00:00,1207690834021408769,"Just got round two of #lemtrada set for Jan 22-25.  Still waiting on skin test results but things are getting real... 

And I’m already getting nervous  #ms",b'Just got round two of #lemtrada set for Jan 22-25.  Still waiting on skin test results but things are getting real... \n\nAnd I\xe2\x80\x99m already getting nervous  #ms',Lighty99,https://twitter.com/Lighty99/status/1207690834021408769,en,lemtrada,,Just got round two of lemtrada set for Jan 25 Still waiting on skin test results but things are getting real And Im already getting nervous ms,Just got round two of set for Jan 25 Still waiting on skin test results but things are getting real And Im already getting nervous,27,25
23869,23869,2021-05-23 18:46:57+00:00,1396538156934070272,"@Gurmallah_ahmed No data for fingolimod in UC. However given the MOA, it is expected to work. The question is whether the dose of fingolimod used in MS will also work in UC (the trial had 2 doses and I believe the lower dose was approved by the FDA)","b'@Gurmallah_ahmed No data for fingolimod in UC. However given the MOA, it is expected to work. The question is whether the dose of fingolimod used in MS will also work in UC (the trial had 2 doses and I believe the lower dose was approved by the FDA)'",mchiorean4,https://twitter.com/mchiorean4/status/1396538156934070272,en,fingolimod,,No data for fingolimod in UC However given the MOA it is expected to work The question is whether the dose of fingolimod used in MS will also work in UC the trial had doses and I believe the lower dose was approved by the FDA,No data for fingolimod in UC However given the MOA it is expected to work The question is whether the dose of fingolimod used in MS will also work in UC the trial had doses and I believe the lower dose was approved by the FDA,46,46
22727,22727,2018-03-28 04:22:17+00:00,978849733157548032,"USES:
Gilenya treats multiple sclerosis (MS). This medication decreases the number of MS relapses and slows the progression of certain disabilities such as physical problems that MS causes. #Pharmaceuticalmedicine #RSP https://t.co/yDn31YOozm",b'USES:\nGilenya treats multiple sclerosis (MS). This medication decreases the number of MS relapses and slows the progression of certain disabilities such as physical problems that MS causes. #Pharmaceuticalmedicine #RSP https://t.co/yDn31YOozm',RspPharma,https://twitter.com/RspPharma/status/978849733157548032,en,gilenya,,USES Gilenya treats multiple sclerosis MS This medication decreases the number of MS relapses and slows the progression of certain disabilities such as physical problems that MS causes Pharmaceuticalmedicine RSP,USES Gilenya treats multiple sclerosis MS This medication decreases the number of MS relapses and slows the progression of certain disabilities such as physical problems that MS causes,30,28
27626,27626,2018-05-15 07:40:42+00:00,996294286315606016,"#Novartis' #Gilenya, or #fingolimod, was approved by the #FDA for use in patients at least 10 years old who have relapsing multiple sclerosis. The drug was previously approved for patients 18 years and older.","b""#Novartis' #Gilenya, or #fingolimod, was approved by the #FDA for use in patients at least 10 years old who have relapsing multiple sclerosis. The drug was previously approved for patients 18 years and older.""",MarksManHEOR,https://twitter.com/MarksManHEOR/status/996294286315606016,en,fingolimod,,Novartis Gilenya or fingolimod was approved by the FDA for use in patients at least years old who have relapsing multiple sclerosis The drug was previously approved for patients years and older,  or  was approved by the for use in patients at least years old who have relapsing multiple sclerosis The drug was previously approved for patients years and older,32,28
